#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
31516912	Spipo23G0030600	Spipo23G0030600	Spipo23G0030600	PF08240,PF00107	PTHR11695,PTHR11695:SF496	KOG0025	1.3.1.38	K07512	GO:0055114,GO:0016491,GO:0008270	AT3G45770.1		Polyketide synthase, enoylreductase family protein	LOC_Os11g01154.1		dehydrogenase, putative, expressed
31517046	Spipo23G0030700	Spipo23G0030700	Spipo23G0030700	PF13242,PF13344	PTHR14269,PTHR14269:SF15	KOG1618				AT3G45740.1		hydrolase family protein / HAD-superfamily protein	LOC_Os03g17590.1		cat eye syndrome critical region protein 5 precursor, putative, expressed
31516784	Spipo23G0030800	Spipo23G0030800	Spipo23G0030800												
31517172	Spipo23G0030900	Spipo23G0030900	Spipo23G0030900												
31516814	Spipo23G0031000	Spipo23G0031000	Spipo23G0031000												
31517132	Spipo23G0031100	Spipo23G0031100	Spipo23G0031100	PF00847	PTHR32467,PTHR32467:SF29			K09284	GO:0006355,GO:0003700,GO:0007275	AT2G28550.3	RAP2.7,TOE1	related to AP2.7	LOC_Os03g60430.2		AP2 domain containing protein, expressed
31517025	Spipo23G0031200	Spipo23G0031200	Spipo23G0031200		PTHR22942,PTHR22942:SF15	KOG1433		K10869	GO:0033063,GO:0006281,GO:0003677,GO:0000724	AT2G28560.2	ATRAD51B,RAD51B	DNA repair (Rad51) family protein	LOC_Os05g03050.1		DNA repair protein Rad51, putative, expressed
31516789	Spipo23G0031300	Spipo23G0031300	Spipo23G0031300		PTHR31182					AT3G11760.1			LOC_Os12g42570.1		expressed protein
31517196	Spipo23G0031400	Spipo23G0031400	Spipo23G0031400	PF10358											
31516764	Spipo23G0031500	Spipo23G0031500	Spipo23G0031500	PF00141	PTHR31356,PTHR31356:SF10		1.11.1.11	K00434	GO:0055114,GO:0020037,GO:0006979,GO:0004601	AT3G09640.2	APX1B,APX2	ascorbate peroxidase 2	LOC_Os07g49400.1		OsAPx2 - Cytosolic Ascorbate Peroxidase encoding gene 4,5,6,8, expressed
31517198	Spipo23G0031600	Spipo23G0031600	Spipo23G0031600	PF07714,PF12819	PTHR27003,PTHR27003:SF23	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT2G37050.1		Leucine-rich repeat protein kinase family protein	LOC_Os01g74550.1		transposon protein, putative, unclassified, expressed
31517159	Spipo23G0031700	Spipo23G0031700	Spipo23G0031700	PF13812,PF12854,PF13041	PTHR24015,PTHR24015:SF901					AT3G09650.1	CRM3,HCF152	Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os12g01210.1		HCF152, putative, expressed
31517056	Spipo23G0031800	Spipo23G0031800	Spipo23G0031800	PF00632	PTHR11254,PTHR11254:SF345		6.3.2.19	K10590	GO:0004842	AT5G02880.1	UPL4	ubiquitin-protein ligase 4	LOC_Os05g38830.2		HECT-domain domain containing protein, expressed
31516964	Spipo23G0031900	Spipo23G0031900	Spipo23G0031900	PF13041	PTHR24015					AT1G06270.1		Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os03g10420.1		PPR repeat containing protein, expressed
31517177	Spipo23G0032000	Spipo23G0032000	Spipo23G0032000	PF00855	PTHR22981,PTHR22981:SF73		2.7.11.1			AT5G02950.1		Tudor/PWWP/MBT superfamily protein	LOC_Os11g19810.1		PWWP domain containing protein, expressed
31517012	Spipo23G0032100	Spipo23G0032100	Spipo23G0032100		PTHR34224,PTHR34224:SF4					AT5G60210.1	RIP5	ROP interactive partner 5	LOC_Os05g03120.2		retrotransposon protein, putative, unclassified, expressed
31516968	Spipo23G0032200	Spipo23G0032200	Spipo23G0032200	PF03195	PTHR31301,PTHR31301:SF6					AT1G07900.1	LBD1	LOB domain-containing protein 1	LOC_Os03g17810.1		DUF260 domain containing protein, putative, expressed
31516864	Spipo23G0032300	Spipo23G0032300	Spipo23G0032300	PF01255	PTHR10291	KOG1602	2.5.1.20	K11778	GO:0016765	AT2G17570.1		Undecaprenyl pyrophosphate synthetase family protein	LOC_Os06g07120.1		dehydrodolichyl diphosphate synthase, putative, expressed
31516946	Spipo23G0032400	Spipo23G0032400	Spipo23G0032400				2.4.2.24								
31516911	Spipo23G0032500	Spipo23G0032500	Spipo23G0032500	PF03360	PTHR10896,PTHR10896:SF16		2.4.2.24		GO:0016020,GO:0015018	AT2G37090.1	IRX9	Nucleotide-diphospho-sugar transferases superfamily protein	LOC_Os03g17850.1		glycosyltransferase family 43 protein, putative, expressed
31517189	Spipo23G0032600	Spipo23G0032600	Spipo23G0032600		PTHR14464					AT5G60370.1			LOC_Os05g03200.1		expressed protein
31517041	Spipo23G0032700	Spipo23G0032700	Spipo23G0032700	PF09810	PTHR14464			K17815	GO:0045145	AT5G60370.1			LOC_Os05g03200.1		expressed protein
31517131	Spipo23G0032800	Spipo23G0032800	Spipo23G0032800	PF02953	PTHR11038,PTHR11038:SF17	KOG3480		K17778	GO:0045039	AT2G29530.1	TIM10	Tim10/DDP family zinc finger protein	LOC_Os03g61019.1		mitochondrial import inner membrane translocase subunit Tim, putative, expressed
31517134	Spipo23G0032900	Spipo23G0032900	Spipo23G0032900	PF00271,PF00270	PTHR24031,PTHR24031:SF25		3.6.4.13	K12811	GO:0005524,GO:0003676	AT1G20920.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein	LOC_Os08g06344.2		transposon protein, putative, CACTA, En/Spm sub-class, expressed
31516788	Spipo23G0033000	Spipo23G0033000	Spipo23G0033000		PTHR10992,PTHR10992:SF862					AT3G09690.2		alpha/beta-Hydrolases superfamily protein	LOC_Os03g17900.1		hydrolase, alpha/beta fold family protein, putative, expressed
31516990	Spipo23G0033100	Spipo23G0033100	Spipo23G0033100	PF00953	PTHR10571,PTHR10571:SF0	KOG2788	2.7.8.15	K01001	GO:0016021,GO:0008963	AT2G41490.1	GPT	UDP-glcnac-adolichol phosphate glcnac-1-p-transferase	LOC_Os07g46640.1		UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative, expressed
31516988	Spipo23G0033200	Spipo23G0033200	Spipo23G0033200	PF02037,PF02891	PTHR10782,PTHR10782:SF34	KOG2169			GO:0008270,GO:0031668,GO:0019789,GO:0016925,GO:0016049,GO:0005634	AT5G60410.5	ATSIZ1,SIZ1	DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain	LOC_Os05g03430.2		ATSIZ1/SIZ1, putative, expressed
31517110	Spipo23G0033300	Spipo23G0033300	Spipo23G0033300	PF04749	PTHR15907,PTHR15907:SF58					AT2G37110.1		PLAC8 family protein	LOC_Os01g06460.1		uncharacterized Cys-rich domain containing protein, putative, expressed
31516851	Spipo23G0033400	Spipo23G0033400	Spipo23G0033400		PTHR33448,PTHR33448:SF4					AT2G37100.1		protamine P1 family protein	LOC_Os06g24540.1		expressed protein
31516916	Spipo23G0033500	Spipo23G0033500	Spipo23G0033500	PF00849	PTHR11079,PTHR11079:SF98	KOG1919	5.4.99.28		GO:0009982,GO:0009451,GO:0003723,GO:0001522	AT3G52260.2		Pseudouridine synthase family protein	LOC_Os03g17920.2		RNA pseudouridine synthase, putative, expressed
31516818	Spipo23G0033600	Spipo23G0033600	Spipo23G0033600	PF00069,PF00139	PTHR27007,PTHR27007:SF47	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672,GO:0030246	AT3G53380.1		Concanavalin A-like lectin protein kinase family protein	LOC_Os06g17490.1		expressed protein
31517103	Spipo23G0033700	Spipo23G0033700	Spipo23G0033700	PF09728	PTHR16127				GO:0019905	AT5G50840.2			LOC_Os03g17930.1		alpha-taxilin, putative, expressed
31516782	Spipo23G0033800	Spipo23G0033800	Spipo23G0033800	PF01569	PTHR11247	KOG3146	3.1.3.4	K07252		AT5G03080.1		Phosphatidic acid phosphatase (PAP2) family protein	LOC_Os03g17940.1		phosphatase, putative, expressed
31516906	Spipo23G0033900	Spipo23G0033900	Spipo23G0033900	PF13513,PF00514	PTHR23316,PTHR23316:SF1	KOG0166			GO:0005515	AT5G03070.1	IMPA-9	importin alpha isoform 9	LOC_Os01g06470.1		expressed protein
31516999	Spipo23G0034000	Spipo23G0034000	Spipo23G0034000	PF01535,PF13041	PTHR24015,PTHR24015:SF732					AT2G13600.1		Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os04g49520.1		pentatricopeptide repeat protein PPR868-14, putative, expressed
31516799	Spipo23G0034100	Spipo23G0034100	Spipo23G0034100	PF00141	PTHR31235,PTHR31235:SF11		1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	AT2G37130.1		Peroxidase superfamily protein	LOC_Os07g49360.1		peroxidase precursor, putative, expressed
31516832	Spipo23G0034200	Spipo23G0034200	Spipo23G0034200	PF04689	PTHR35298				GO:0006355,GO:0005634,GO:0003677	AT2G37120.1		S1FA-like DNA-binding protein	LOC_Os04g33440.2		DNA-binding protein S1FA, putative, expressed
31517124	Spipo23G0034300	Spipo23G0034300	Spipo23G0034300	PF00450	PTHR11802,PTHR11802:SF71		3.4.16.6	K16297	GO:0006508,GO:0004185	AT3G07990.1	SCPL27	serine carboxypeptidase-like 27	LOC_Os01g61690.1		OsSCP5 - Putative Serine Carboxypeptidase homologue, expressed
31516771	Spipo23G0034400	Spipo23G0034400	Spipo23G0034400	PF00335	PTHR32191,PTHR32191:SF1				GO:0016021	AT3G12090.1	TET6	tetraspanin6	LOC_Os05g03530.3		tetraspanin family protein, putative, expressed
31516810	Spipo23G0034500	Spipo23G0034500	Spipo23G0034500	PF00249	PTHR13992,PTHR13992:SF7			K04650		AT3G52250.1		Duplicated homeodomain-like superfamily protein	LOC_Os05g03550.1		MYB family transcription factor, putative, expressed
31517022	Spipo23G0034600	Spipo23G0034600	Spipo23G0034600	PF02002	PTHR13097,PTHR13097:SF7					AT1G03280.1		Transcription factor TFIIE, alpha subunit	LOC_Os08g25460.1		transcription initiation factor, putative, expressed
31517070	Spipo23G0034700	Spipo23G0034700	Spipo23G0034700	PF03911	PTHR13509,PTHR13509:SF4			K09481	GO:0006886,GO:0005784	AT5G60460.1		Preprotein translocase Sec, Sec61-beta subunit protein	LOC_Os11g01300.1		protein transport protein Sec61 subunit beta, putative, expressed
31516973	Spipo23G0034800	Spipo23G0034800	Spipo23G0034800	PF13639	PTHR22937,PTHR22937:SF47			K10635	GO:0008270,GO:0005515	AT2G15530.3		RING/U-box superfamily protein	LOC_Os04g55510.1		zinc finger, C3HC4 type domain containing protein, expressed
31517129	Spipo23G0034900	Spipo23G0034900	Spipo23G0034900	PF00642,PF12796	PTHR14493,PTHR14493:SF54	KOG1595			GO:0046872	AT5G58620.1		zinc finger (CCCH-type) family protein	LOC_Os05g03760.1		zinc finger family protein, putative, expressed
31517130	Spipo23G0035000	Spipo23G0035000	Spipo23G0035000	PF13499,PF07714	PTHR24349,PTHR24349:SF145	KOG0032	2.7.11.1	K13412	GO:0006468,GO:0004672	AT3G51850.1	CPK13	calcium-dependent protein kinase 13	LOC_Os01g61590.1		CAMK_CAMK_like.1 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
31517035	Spipo23G0035100	Spipo23G0035100	Spipo23G0035100		PTHR10209,PTHR10209:SF92		1.14.11.23			AT2G38240.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	LOC_Os05g03640.1		flavonol synthase/flavanone 3-hydroxylase, putative, expressed
31516882	Spipo23G0035200	Spipo23G0035200	Spipo23G0035200		PTHR11638,PTHR11638:SF68					AT2G29970.1		Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	LOC_Os11g01330.1		expressed protein
31517031	Spipo23G0035300	Spipo23G0035300	Spipo23G0035300	PF07714	PTHR24058,PTHR24058:SF56	KOG0671	2.7.11.1		GO:0006468,GO:0004672	AT2G40120.1		Protein kinase superfamily protein	LOC_Os01g61620.1		protein kinase family protein, putative, expressed
31516763	Spipo23G0035400	Spipo23G0035400	Spipo23G0035400	PF00168,PF09279,PF00387,PF00388	PTHR10336,PTHR10336:SF92		3.1.4.11	K05857	GO:0005515,GO:0035556,GO:0007165,GO:0006629,GO:0004435	AT5G58700.1	ATPLC4,PLC4	phosphatidylinositol-speciwc phospholipase C4	LOC_Os07g49330.1		phospholipase C, putative, expressed
31517024	Spipo23G0035500	Spipo23G0035500	Spipo23G0035500	PF01422	PTHR12360			K15683	GO:0008270,GO:0006355,GO:0005634,GO:0003700	AT5G05660.1	ATNFXL2	sequence-specific DNA binding transcription factors;zinc ion binding;sequence-specific DNA binding transcription factors	LOC_Os01g06550.1		NF-X1-type zinc finger protein, putative, expressed
31516884	Spipo23G0035600	Spipo23G0035600	Spipo23G0035600	PF13540,PF00069	PTHR27003,PTHR27003:SF102	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT3G55950.1	ATCRR3,CCR3	CRINKLY4 related 3	LOC_Os05g03620.1		TKL_IRAK_CR4L.4 - The CR4L subfamily has homology with Crinkly4, expressed
31517078	Spipo23G0035700	Spipo23G0035700	Spipo23G0035700	PF12171	PTHR10593,PTHR10593:SF42					AT5G03150.1	JKD	C2H2-like zinc finger protein	LOC_Os01g09850.2		ZOS1-04 - C2H2 zinc finger protein, expressed
31517013	Spipo23G0035800	Spipo23G0035800	Spipo23G0035800	PF04893	PTHR21236,PTHR21236:SF8	KOG3103			GO:0016020	AT2G36300.1		Integral membrane Yip1 family protein	LOC_Os03g17990.1		Yip1 domain containing protein, expressed
31516954	Spipo23G0035900	Spipo23G0035900	Spipo23G0035900	PF00487,PF11960	PTHR32100,PTHR32100:SF17		1.14.99.33	K10257	GO:0006629,GO:0055114,GO:0016717	AT5G05580.1	FAD8	fatty acid desaturase 8	LOC_Os03g18070.1		omega-3 fatty acid desaturase, chloroplast precursor, putative, expressed
31517038	Spipo23G0036000	Spipo23G0036000	Spipo23G0036000	PF00487,PF11960	PTHR32100,PTHR32100:SF17				GO:0006629,GO:0055114,GO:0016717	AT5G05580.1	FAD8	fatty acid desaturase 8	LOC_Os07g49310.1		omega-3 fatty acid desaturase, chloroplast precursor, putative, expressed
31517116	Spipo23G0036100	Spipo23G0036100	Spipo23G0036100	PF10262	PTHR13544,PTHR13544:SF1	KOG3286				AT3G47300.1	SELT	SELT-like protein precursor	LOC_Os01g61580.1		selT-like protein precursor, putative, expressed
31517016	Spipo23G0036200	Spipo23G0036200	Spipo23G0036200		PTHR10241,PTHR10241:SF31	KOG1983		K08518		AT5G05570.2		transducin family protein / WD-40 repeat family protein	LOC_Os07g49300.1		expressed protein
31516984	Spipo23G0036300	Spipo23G0036300	Spipo23G0036300	PF00070	PTHR22912		1.6.5.9	K17871	GO:0055114,GO:0016491	AT2G29990.1	NDA2	alternative NAD(P)H dehydrogenase 2	LOC_Os01g61410.1		NADH-ubiquinone oxidoreductase, mitochondrial precursor, putative, expressed
31516879	Spipo23G0036400	Spipo23G0036400	Spipo23G0036400	PF00441,PF02770,PF02771	PTHR10909,PTHR10909:SF331		1.3.3.6	K00232	GO:0055114,GO:0016627,GO:0003995,GO:0050660,GO:0008152	AT3G51840.1	ACX4,ATG6,ATSCX	acyl-CoA oxidase 4	LOC_Os05g07090.1		acyl-coenzyme A dehydrogenase, mitochondrial precursor, putative, expressed
31516813	Spipo23G0036500	Spipo23G0036500	Spipo23G0036500	PF00462	PTHR10293,PTHR10293:SF45	KOG0911			GO:0045454,GO:0015035,GO:0009055	AT2G38270.1	ATGRX2,CXIP2	CAX-interacting protein 2	LOC_Os12g07650.1		OsGrx_S16 - glutaredoxin subgroup II, expressed
31516937	Spipo23G0036600	Spipo23G0036600	Spipo23G0036600	PF12481,PF00733	PTHR11772,PTHR11772:SF13		6.3.5.4	K01953	GO:0006529,GO:0004066	AT3G47340.1	ASN1,AT-ASN1,DIN6	glutamine-dependent asparagine synthase 1	LOC_Os06g15420.1		asparagine synthetase, putative, expressed
31517163	Spipo23G0036700	Spipo23G0036700	Spipo23G0036700	PF00962	PTHR11359,PTHR11359:SF8		3.5.4.6	K01490	GO:0019239,GO:0032264,GO:0003876	AT2G38280.1	ATAMPD,FAC1	AMP deaminase, putative / myoadenylate deaminase, putative	LOC_Os07g49270.2		AMP deaminase, putative, expressed
31516802	Spipo23G0036800	Spipo23G0036800	Spipo23G0036800	PF12859	PTHR12827			K03348	GO:0005680	AT5G05560.1	EMB2771	E3 ubiquitin ligase, putative			
31516878	Spipo23G0036900	Spipo23G0036900	Spipo23G0036900		PTHR12827			K03348	GO:0005680	AT5G05560.1	EMB2771	E3 ubiquitin ligase, putative			
31517171	Spipo23G0037000	Spipo23G0037000	Spipo23G0037000	PF14416,PF13839	PTHR32285,PTHR32285:SF10				GO:0050826	AT3G55990.1	ESK1,TBL29	Plant protein of unknown function (DUF828)	LOC_Os03g18140.1		expressed protein
31517140	Spipo23G0037100	Spipo23G0037100	Spipo23G0037100	PF01040	PTHR11048,PTHR11048:SF18		2.5.1.62	K04040	GO:0016021,GO:0004659	AT3G51820.1	ATG4,CHLG,G4	UbiA prenyltransferase family protein	LOC_Os05g28200.1		prenyltransferase, putative, expressed
31516965	Spipo23G0037200	Spipo23G0037200	Spipo23G0037200	PF00481	PTHR13832,PTHR13832:SF117	KOG0698	3.1.3.16	K17506	GO:0003824,GO:0006470,GO:0004722	AT2G30020.1		Protein phosphatase 2C family protein	LOC_Os03g18150.1		protein phosphatase 2C, putative, expressed
31516898	Spipo23G0037300	Spipo23G0037300	Spipo23G0037300	PF00153	PTHR24089,PTHR24089:SF396	KOG0756		K15100		AT5G01340.1		Mitochondrial substrate carrier family protein	LOC_Os03g18160.1		mitochondrial carrier protein, putative, expressed
31516976	Spipo23G0037400	Spipo23G0037400	Spipo23G0037400	PF00069	PTHR24361,PTHR24361:SF390	KOG0198	2.7.11.25		GO:0006468,GO:0005524,GO:0004672	AT1G07150.1	MAPKKK13	mitogen-activated protein kinase kinase kinase 13	LOC_Os03g18170.1		STE_MEKK_ste11_MAP3K.13 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed
31516942	Spipo23G0037500	Spipo23G0037500	Spipo23G0037500	PF09268,PF13838,PF01394,PF00637	PTHR10292,PTHR10292:SF10			K04646	GO:0030132,GO:0030130,GO:0016192,GO:0006886,GO:0005198	AT3G11130.1		Clathrin, heavy chain	LOC_Os11g01380.1		clathrin heavy chain, putative, expressed
31517195	Spipo23G0037600	Spipo23G0037600	Spipo23G0037600	PF02705	PTHR30540,PTHR30540:SF12			K03549	GO:0071805,GO:0016020,GO:0015079	AT2G30070.1	ATKT1,ATKT1P,ATKUP1,KT1,KUP1	potassium transporter 1	LOC_Os01g70940.2		potassium transporter, putative, expressed
31516913	Spipo23G0037700	Spipo23G0037700	Spipo23G0037700	PF13499,PF13833	PTHR10891,PTHR10891:SF590	KOG0027		K13448		AT5G42380.1	CML37,CML39	calmodulin like 37	LOC_Os01g72530.1		OsCML31 - Calmodulin-related calcium sensor protein, expressed
31517036	Spipo23G0037800	Spipo23G0037800	Spipo23G0037800	PF00249	PTHR10641,PTHR10641:SF553					AT2G23290.1	AtMYB70,MYB70	myb domain protein 70	LOC_Os09g01960.1		MYB family transcription factor, putative, expressed
31517200	Spipo23G0037900	Spipo23G0037900	Spipo23G0037900	PF02775,PF00205,PF02776	PTHR18968,PTHR18968:SF137		4.1.1.1	K01568	GO:0030976,GO:0003824,GO:0000287	AT5G01320.1		Thiamine pyrophosphate dependent pyruvate decarboxylase family protein	LOC_Os03g18220.1		pyruvate decarboxylase isozyme 2, putative, expressed
31516871	Spipo23G0038000	Spipo23G0038000	Spipo23G0038000	PF01990	PTHR13861,PTHR13861:SF4	KOG3432	3.6.3.14	K02151	GO:0034220,GO:0046961,GO:0033180,GO:0015991	AT4G02620.1		vacuolar ATPase subunit F family protein	LOC_Os02g57854.1		vacuolar ATP synthase subunit F, putative, expressed
31516781	Spipo23G0038100	Spipo23G0038100	Spipo23G0038100	PF08263,PF13855	PTHR27004,PTHR27004:SF9		2.7.11.1		GO:0005515	AT1G45616.1	AtRLP6,RLP6	receptor like protein 6	LOC_Os12g10870.1		verticillium wilt disease resistance protein, putative, expressed
31517096	Spipo23G0038200	Spipo23G0038200	Spipo23G0038200	PF13855	PTHR27004,PTHR27004:SF37				GO:0005515	AT2G33020.1	AtRLP24,RLP24	receptor like protein 24	LOC_Os04g40440.1		expressed protein
31516971	Spipo23G0038300	Spipo23G0038300	Spipo23G0038300	PF13855	PTHR27004		2.7.11.1		GO:0005515	AT3G05660.1	AtRLP33,RLP33	receptor like protein 33	LOC_Os12g11680.1		verticillium wilt disease resistance protein precursor, putative, expressed
31517077	Spipo23G0038400	Spipo23G0038400	Spipo23G0038400	PF08263,PF00560,PF13855	PTHR27004	KOG0472	2.7.11.1		GO:0005515	AT1G45616.1	AtRLP6,RLP6	receptor like protein 6	LOC_Os12g10870.1		verticillium wilt disease resistance protein, putative, expressed
31517139	Spipo23G0038500	Spipo23G0038500	Spipo23G0038500	PF13639	PTHR14155,PTHR14155:SF100				GO:0008270,GO:0005515	AT3G11110.1		RING/U-box superfamily protein	LOC_Os01g61470.1		zinc finger, C3HC4 type domain containing protein, expressed
31517037	Spipo23G0038600	Spipo23G0038600	Spipo23G0038600	PF02535	PTHR11040,PTHR11040:SF26	KOG1558		K14709	GO:0055085,GO:0046873,GO:0030001,GO:0016020	AT2G30080.1	ATZIP6,ZIP6	ZIP metal ion transporter family	LOC_Os05g07210.1		metal cation transporter, putative, expressed
31517066	Spipo23G0038700	Spipo23G0038700	Spipo23G0038700	PF00240,PF02179	PTHR12329,PTHR12329:SF15	KOG4361			GO:0005515,GO:0051087	AT3G51780.1	ATBAG4,BAG4	BCL-2-associated athanogene 4	LOC_Os01g61500.1		BAG domain containing protein, expressed
31516769	Spipo23G0038800	Spipo23G0038800	Spipo23G0038800												
31516991	Spipo23G0038900	Spipo23G0038900	Spipo23G0038900	PF00909	PTHR11730,PTHR11730:SF38	KOG0682		K03320	GO:0016020,GO:0015696,GO:0008519,GO:0072488	AT2G38290.1	AMT2,AMT2;1,ATAMT2	ammonium transporter 2	LOC_Os05g39240.1		ammonium transporter protein, putative, expressed
31517071	Spipo23G0039000	Spipo23G0039000	Spipo23G0039000							AT1G61255.1			LOC_Os07g03180.1		GCRP3 - Glycine and cysteine rich family protein precursor, expressed
31516969	Spipo23G0039100	Spipo23G0039100	Spipo23G0039100		PTHR11952,PTHR11952:SF8		2.7.7.9		GO:0070569,GO:0008152	AT3G56040.1	UGP3	UDP-glucose pyrophosphorylase 3	LOC_Os05g39230.1		low photochemical bleaching 1 protein, putative, expressed
31516777	Spipo23G0039200	Spipo23G0039200	Spipo23G0039200	PF00249	PTHR31314					AT2G40260.1		Homeodomain-like superfamily protein	LOC_Os02g14490.1		MYB family transcription factor, putative, expressed
31517133	Spipo23G0039300	Spipo23G0039300	Spipo23G0039300		PTHR24015,PTHR24015:SF683					AT2G30100.1		pentatricopeptide (PPR) repeat-containing protein	LOC_Os05g28500.1		ubiquitin family protein, putative, expressed
31516805	Spipo23G0039400	Spipo23G0039400	Spipo23G0039400	PF13181,PF13414	PTHR23083,PTHR23083:SF420				GO:0005515	AT3G51770.2	ATEOL1,ETO1	tetratricopeptide repeat (TPR)-containing protein	LOC_Os03g18360.1		BTBT1 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with tetratricopeptide repeats, expressed
31516850	Spipo23G0039500	Spipo23G0039500	Spipo23G0039500	PF07244,PF01103	PTHR12815,PTHR12815:SF15	KOG2602		K07277	GO:0019867	AT5G05520.1		Outer membrane OMP85 family protein	LOC_Os05g39390.1		outer membrane protein, OMP85 family protein, expressed
