#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
16812240	29889.t000059	29889.m003293	29889.m003293	PF07719	PTHR11246,PTHR11246:SF11					AT3G17040.1	HCF107	high chlorophyll fluorescent 107
16812241	29889.t000060	29889.m003294	29889.m003294	PF05182	PTHR36884			K14405		AT3G66652.1		fip1 motif-containing protein
16812242	29889.t000061	29889.m003295	29889.m003295	PF14380	PTHR33138,PTHR33138:SF1							
16812243	29889.t000062	29889.m003296	29889.m003296		PTHR33184,PTHR33184:SF10					AT4G24972.1	TPD1	tapetum determinant 1
16812244	29889.t000063	29889.m003297	29889.m003297	PF11721,PF07714	PTHR27003,PTHR27003:SF110	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT3G04690.1	ANX1	Malectin/receptor-like protein kinase family protein
16812245	29889.t000064	29889.m003298	29889.m003298	PF03018	PTHR21495,PTHR21495:SF69					AT1G22900.1		Disease resistance-responsive (dirigent-like protein) family protein
16812246	29889.t000065	29889.m003299	29889.m003299	PF13484,PF12617	PTHR19248,PTHR19248:SF20		1.6.99.3,1.6.5.3					
16812247	29889.t000066	29889.m003300	29889.m003300	PF00549,PF00285	PTHR23118,PTHR23118:SF3		2.3.3.8	K01648	GO:0008152,GO:0003824,GO:0046912	AT5G49460.1	ACLB-2	ATP citrate lyase subunit B 2
16812248	29889.t000067	29889.m003301	29889.m003301	PF02518,PF00512,PF01590,PF08446,PF00989,PF00360	PTHR24423,PTHR24423:SF563			K12121	GO:0007165,GO:0000155,GO:0005515,GO:0006355,GO:0018298,GO:0009584	AT2G18790.1	HY3,OOP1,PHYB	phytochrome B
16812249	29889.t000068	29889.m003302	29889.m003302	PF13426,PF07714	PTHR23257,PTHR23257:SF485	KOG0192	2.7.11.1		GO:0006468,GO:0004672	AT3G06620.1		PAS domain-containing protein tyrosine kinase family protein
16812250	29889.t000069	29889.m003303	29889.m003303		PTHR31184,PTHR31184:SF3	KOG3450				AT3G06610.1		DNA-binding enhancer protein-related
16812251	29889.t000070	29889.m003304	29889.m003304	PF00657	PTHR22835,PTHR22835:SF153		3.1.1.3		GO:0016788	AT2G23540.1		GDSL-like Lipase/Acylhydrolase superfamily protein
16812252	29889.t000071	29889.m003305	29889.m003305	PF00657	PTHR22835,PTHR22835:SF153		3.1.1.3		GO:0016788	AT4G16230.1		GDSL-like Lipase/Acylhydrolase superfamily protein
16812253	29889.t000072	29889.m003306	29889.m003306	PF00657	PTHR22835,PTHR22835:SF153		3.1.1.3		GO:0016788	AT2G23540.1		GDSL-like Lipase/Acylhydrolase superfamily protein
16812254	29889.t000073	29889.m003307	29889.m003307	PF16113	PTHR11941,PTHR11941:SF72	KOG1680				AT4G16210.1	E-COAH-2,ECHIA	enoyl-CoA hydratase/isomerase A
16812255	29889.t000074	29889.m003308	29889.m003308	PF00407	PTHR31213,PTHR31213:SF17				GO:0009607,GO:0006952			
16812256	29889.t000075	29889.m003309	29889.m003309	PF00407	PTHR31213,PTHR31213:SF14				GO:0009607,GO:0006952	AT1G24020.2	MLP423	MLP-like protein 423
16812257	29889.t000076	29889.m003310	29889.m003310		PTHR24067,PTHR24067:SF133					AT2G16920.1	PFU2,UBC23	ubiquitin-conjugating enzyme 23
16812258	29889.t000077	29889.m003311	29889.m003311	PF00179	PTHR24067,PTHR24067:SF133	KOG0426,KOG0417,KOG0419	6.3.2.19	K10581		AT3G15355.1	PFU1,UBC25	ubiquitin-conjugating enzyme 25
16812259	29889.t000078	29889.m003312	29889.m003312	PF00179	PTHR24067,PTHR24067:SF133	KOG0417	6.3.2.19	K10581		AT3G15355.1	PFU1,UBC25	ubiquitin-conjugating enzyme 25
16812260	29889.t000079	29889.m003313	29889.m003313	PF13672	PTHR13832,PTHR13832:SF325	KOG0700	3.1.3.16	K01102	GO:0006470,GO:0004722	AT3G17090.1		Protein phosphatase 2C family protein
16812261	29889.t000080	29889.m003314	29889.m003314		PTHR31515,PTHR31515:SF0					AT4G16180.2		
16812262	29889.t000081	29889.m003315	29889.m003315	PF13499	PTHR10891,PTHR10891:SF629	KOG0027				AT5G49480.1	ATCP1,CP1	Ca2+-binding protein 1
16812263	29889.t000082	29889.m003316	29889.m003316	PF05916	PTHR21206,PTHR21206:SF0	KOG3176		K10735		AT5G49010.1	SLD5	DNA replication protein-related
16812264	29889.t000083	29889.m003317	29889.m003317									
16812265	29889.t000084	29889.m003318	29889.m003318									
16812266	29889.t000085	29889.m003319	29889.m003319		PTHR33124,PTHR33124:SF12					AT3G17100.1		sequence-specific DNA binding transcription factors
16812267	29889.t000086	29889.m003320	29889.m003320	PF02996	PTHR12409	KOG3313			GO:0016272,GO:0006457	AT5G49510.1	PFD3	prefoldin 3
16812268	29889.t000087	29889.m003321	29889.m003321	PF03106	PTHR31221,PTHR31221:SF13				GO:0043565,GO:0006355,GO:0003700	AT5G49520.1	ATWRKY48,WRKY48	WRKY DNA-binding protein 48
16812269	29889.t000088	29889.m003322	29889.m003322	PF00141	PTHR31388,PTHR31388:SF44		1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	AT4G16270.1		Peroxidase superfamily protein
16812270	29889.t000089	29889.m003323	29889.m003323	PF00397,PF00076	PTHR24012,PTHR24012:SF382	KOG0144			GO:0005515,GO:0003676	AT4G16280.4	FCA	RNA binding;abscisic acid binding
16812271	29889.t000090	29889.m003324	29889.m003324	PF00288,PF08544,PF10509	PTHR10457,PTHR10457:SF7		2.7.1.6,5.1.3.2	K18674	GO:0005524	AT3G06580.1	GAL1,GALK	Mevalonate/galactokinase family protein
16812272	29889.t000092	29889.m003326	29889.m003326		PTHR34188,PTHR34188:SF1					AT3G17120.2		
16812273	29889.t000093	29889.m003327	29889.m003327	PF04043	PTHR31080,PTHR31080:SF23				GO:0004857	AT3G17130.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
16812274	29889.t000094	29889.m003328	29889.m003328									
16812275	29889.t000095	29889.m003329	29889.m003329	PF04043	PTHR31080,PTHR31080:SF23				GO:0004857	AT3G17130.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
16812276	29889.t000096	29889.m003330	29889.m003330	PF04043	PTHR31080,PTHR31080:SF18				GO:0004857	AT1G47960.1	ATC/VIF1,C/VIF1	cell wall / vacuolar inhibitor of fructosidase 1
16812277	29889.t000097	29889.m003331	29889.m003331	PF01909,PF04928	PTHR10682,PTHR10682:SF20	KOG2245	2.7.7.19	K14376	GO:0016779,GO:0043631,GO:0004652,GO:0005634	AT3G06560.1	PAPS3	poly(A) polymerase 3
16812278	29889.t000098	29889.m003332	29889.m003332									
16812279	29889.t000099	29889.m003333	29889.m003333	PF00153	PTHR24089,PTHR24089:SF275	KOG0749		K05863		AT5G17400.1	ER-ANT1	endoplasmic reticulum-adenine nucleotide transporter 1
16812280	29889.t000100	29889.m003334	29889.m003334	PF00685	PTHR11783,PTHR11783:SF74	KOG1584	2.8.2.25		GO:0008146	AT5G07000.1	ATST2B,ST2B	sulfotransferase 2B
16812281	29889.t000101	29889.m003335	29889.m003335		PTHR37195,PTHR37195:SF1					AT3G17160.1		
16812282	29889.t000102	29889.m003336	29889.m003336	PF16186,PF00514	PTHR23316,PTHR23316:SF18				GO:0005515	AT1G09270.2	IMPA-4	importin alpha isoform 4
16812283	29889.t000103	29889.m003337	29889.m003337	PF07779	PTHR13533,PTHR13533:SF11	KOG1699				AT3G06550.3		O-acetyltransferase family protein
16812284	29889.t000104	29889.m003338	29889.m003338									
16812285	29889.t000105	29889.m003339	29889.m003339	PF01535,PF13041	PTHR24015,PTHR24015:SF269					AT3G48810.1		Pentatricopeptide repeat (PPR) superfamily protein
16812286	29889.t000106	29889.m003340	29889.m003340									
16812287	29889.t000107	29889.m003341	29889.m003341	PF13668	PTHR31694,PTHR31694:SF4					AT1G47980.1		
16812288	29889.t000108	29889.m003342	29889.m003342	PF01250	PTHR21011,PTHR21011:SF4				GO:0019843,GO:0006412,GO:0005840,GO:0003735	AT3G17170.1	RFC3	Translation elongation  factor EF1B/ribosomal protein S6 family protein
16812289	29889.t000109	29889.m003343	29889.m003343	PF00226,PF14901	PTHR24078,PTHR24078:SF231	KOG0720		K09534		AT5G49580.1		Chaperone DnaJ-domain superfamily protein
16812290	29889.t000110	29889.m003344	29889.m003344	PF12937	PTHR32133,PTHR32133:SF83				GO:0005515	AT5G49610.1		F-box family protein
16812291	29889.t000111	29889.m003345	29889.m003345	PF04398	PTHR31676,PTHR31676:SF33					AT5G49600.1		Protein of unknown function, DUF538
16812292	29889.t000112	29889.m003346	29889.m003346	PF05641	PTHR31917,PTHR31917:SF4					AT1G09320.1		agenet domain-containing protein
16812293	29889.t000113	29889.m003347	29889.m003347	PF00232	PTHR10353,PTHR10353:SF33	KOG0626	3.2.1.21		GO:0005975,GO:0004553	AT3G06510.1	ATSFR2,SFR2	Glycosyl hydrolase superfamily protein
16812294	29889.t000114	29889.m003348	29889.m003348	PF14226,PF03171	PTHR10209,PTHR10209:SF160	KOG0143	1.14.11.13	K04125	GO:0055114,GO:0016491	AT1G02400.1	ATGA2OX4,ATGA2OX6,DTA1,GA2OX6	gibberellin 2-oxidase 6
16812295	29889.t000115	29889.m003349	29889.m003349	PF12899	PTHR31916,PTHR31916:SF9				GO:0033926	AT3G06500.1		Plant neutral invertase family protein
16812296	29889.t000116	29889.m003350	29889.m003350		PTHR10641,PTHR10641:SF623							
16812297	29889.t000117	29889.m003351	29889.m003351	PF00249	PTHR10641,PTHR10641:SF623					AT3G06490.1	AtMYB108,BOS1,MYB108	myb domain protein 108
16812298	29889.t000118	29889.m003352	29889.m003352	PF00632	PTHR11254,PTHR11254:SF281		6.3.2.19	K10589	GO:0004842	AT3G17205.1	UPL6	ubiquitin protein ligase 6
16812299	29889.t000119	29889.m003353	29889.m003353	PF00098,PF11923,PF05670,PF05833	PTHR15239,PTHR15239:SF6				GO:0008270,GO:0003676	AT5G49930.1	emb1441	zinc knuckle (CCHC-type) family protein
16812300	29889.t000120	29889.m003354	29889.m003354	PF00575	PTHR10724,PTHR10724:SF7			K02945	GO:0003676	AT5G30510.1	ARRPS1,RPS1	ribosomal protein S1
16812301	29889.t000121	29889.m003355	29889.m003355	PF01501	PTHR11183,PTHR11183:SF59	KOG1950	2.4.1.123	K18819	GO:0016757	AT2G47180.1	AtGolS1,GolS1	galactinol synthase 1
16812302	29889.t000122	29889.m003356	29889.m003356	PF07876	PTHR33178					AT3G17210.1	ATHS1,HS1	heat stable protein 1
16812303	29889.t000123	29889.m003357	29889.m003357	PF07572	PTHR23227	KOG4776				AT5G30490.2		
16812304	29889.t000124	29889.m003358	29889.m003358	PF12831,PF00070,PF02852	PTHR22912,PTHR22912:SF148		1.8.1.4	K00382	GO:0055114,GO:0016491,GO:0045454	AT1G48030.1	mtLPD1	mitochondrial lipoamide dehydrogenase 1
16812305	29889.t000125	29889.m003359	29889.m003359	PF00481	PTHR13832,PTHR13832:SF316	KOG0698	3.1.3.16	K14803	GO:0003824,GO:0006470,GO:0004722	AT1G48040.1		Protein phosphatase 2C family protein
16812306	29889.t000126	29889.m003360	29889.m003360	PF00337,PF01762	PTHR11214,PTHR11214:SF131	KOG2287	2.4.1.134		GO:0030246,GO:0016020,GO:0008378,GO:0006486	AT3G06440.1		Galactosyltransferase family protein
16812307	29889.t000127	29889.m003361	29889.m003361	PF14372,PF06650,PF06101,PF12624,PF16910,PF16908	PTHR16166,PTHR16166:SF93	KOG1809			GO:0003677	AT1G48090.1		calcium-dependent lipid-binding family protein
16812308	29889.t000128	29889.m003362	29889.m003362	PF00295	PTHR31375,PTHR31375:SF26		3.2.1.15		GO:0005975,GO:0004650	AT1G48100.1		Pectin lyase-like superfamily protein
16812309	29889.t000129	29889.m003363	29889.m003363	PF05347	PTHR13166,PTHR13166:SF13					AT3G17300.1		
16812310	29889.t000130	29889.m003364	29889.m003364	PF04146	PTHR12357,PTHR12357:SF22	KOG1901				AT1G48110.2	ECT7	evolutionarily conserved C-terminal region 7
16812311	29889.t000131	29889.m003365	29889.m003365	PF00955	PTHR11453,PTHR11453:SF44				GO:0016021,GO:0006820,GO:0016020,GO:0005452	AT3G62270.1		HCO3- transporter family
16812312	29889.t000132	29889.m003366	29889.m003366	PF00145	PTHR23068,PTHR23068:SF11		2.1.1.37			AT3G17310.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
16812313	29889.t000133	29889.m003367	29889.m003367	PF00153	PTHR24089,PTHR24089:SF296	KOG0765		K15121		AT5G15640.1		Mitochondrial substrate carrier family protein
16812314	29889.t000134	29889.m003368	29889.m003368	PF03810	PTHR10997,PTHR10997:SF29				GO:0008536,GO:0006886	AT3G17340.2		ARM repeat superfamily protein
16812315	29889.t000135	29889.m003369	29889.m003369	PF10417,PF00578	PTHR10681	KOG0854	1.11.1.15	K11188	GO:0055114,GO:0051920,GO:0016491,GO:0016209	AT1G48130.1	ATPER1,PER1	1-cysteine peroxiredoxin 1
16812316	29889.t000136	29889.m003370	29889.m003370	PF14380,PF13947	PTHR33355,PTHR33355:SF6				GO:0030247	AT3G17350.1		
16812317	29889.t000137	29889.m003371	29889.m003371	PF12711,PF00225	PTHR24115,PTHR24115:SF417	KOG4280	3.6.4.4	K10400	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G17360.1	POK1	phragmoplast orienting kinesin 1
16812318	29889.t000138	29889.m003372	29889.m003372	PF01833,PF12796,PF00612,PF03859	PTHR23335,PTHR23335:SF10				GO:0005515,GO:0005634,GO:0003677	AT5G64220.1		Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains
16812319	29889.t000139	29889.m003373	29889.m003373	PF07714	PTHR27000	KOG1187	2.7.11.1	K04733	GO:0006468,GO:0004672	AT5G42440.1		Protein kinase superfamily protein
16812320	29889.t000140	29889.m003374	29889.m003374	PF08241	PTHR12176,PTHR12176:SF28	KOG1271	3.4.24.71		GO:0008168,GO:0008152	AT3G17365.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
16812321	29889.t000141	29889.m003375	29889.m003375	PF11221	PTHR13381	KOG1510		K15152		AT4G04780.1	MED21	mediator 21
16812322	29889.t000142	29889.m003376	29889.m003376	PF01922	PTHR17453,PTHR17453:SF0	KOG3198		K03105	GO:0048500,GO:0008312,GO:0006614	AT1G48160.1		signal recognition particle 19 kDa protein, putative / SRP19, putative
16812323	29889.t000143	29889.m003377	29889.m003377	PF00400,PF00069,PF02138	PTHR13743,PTHR13743:SF57	KOG1786		K17601	GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT5G18525.1		protein serine/threonine kinases;protein tyrosine kinases;ATP binding;protein kinases
16812324	29889.t000144	29889.m003378	29889.m003378	PF16093,PF00917	PTHR33559	KOG1987	3.4.19.12		GO:0005515	AT3G17380.1		TRAF-like family protein
16812325	29889.t000145	29889.m003379	29889.m003379									
16812326	29889.t000146	29889.m003380	29889.m003380	PF04110	PTHR10969,PTHR10969:SF25	KOG1654		K08341	GO:0005737,GO:0000045	AT3G15580.1	APG8H,ATG8I	Ubiquitin-like superfamily protein
16812327	29889.t000147	29889.m003381	29889.m003381	PF00438,PF02772,PF02773	PTHR11964,PTHR11964:SF16		2.5.1.6	K00789	GO:0006556,GO:0004478,GO:0005524	AT4G01850.1	AtSAM2,MAT2,SAM-2,SAM2	S-adenosylmethionine synthetase 2
16812328	29889.t000148	29889.m003382	29889.m003382	PF00005,PF14510	PTHR19241,PTHR19241:SF297				GO:0016887,GO:0005524	AT3G53480.1	ABCG37,ATPDR9,PDR9,PIS1	pleiotropic drug resistance 9
16812329	29889.t000149	29889.m003383	29889.m003383	PF00005,PF08370	PTHR19241,PTHR19241:SF297				GO:0016887,GO:0005524	AT3G53480.1	ABCG37,ATPDR9,PDR9,PIS1	pleiotropic drug resistance 9
16812330	29889.t000150	29889.m003384	29889.m003384	PF01061	PTHR19241,PTHR19241:SF289		3.6.3.44		GO:0016020	AT2G37280.1	ATPDR5,PDR5	pleiotropic drug resistance 5
16812331	29889.t000151	29889.m003385	29889.m003385	PF14510,PF00005,PF01061	PTHR19241,PTHR19241:SF259				GO:0016887,GO:0005524,GO:0016020	AT3G53480.1	ABCG37,ATPDR9,PDR9,PIS1	pleiotropic drug resistance 9
16812332	29889.t000152	29889.m003386	29889.m003386	PF00249	PTHR21717,PTHR21717:SF22					AT1G15720.1	TRFL5	TRF-like 5
16812333	29889.t000153	29889.m003387	29889.m003387	PF13041	PTHR24015,PTHR24015:SF301					AT3G06430.1	EMB2750	Tetratricopeptide repeat (TPR)-like superfamily protein
16812334	29889.t000154	29889.m003388	29889.m003388	PF03110	PTHR31251,PTHR31251:SF21				GO:0005634,GO:0003677	AT2G47070.1	SPL1	squamosa promoter binding protein-like 1
16812335	29889.t000155	29889.m003389	29889.m003389	PF07714	PTHR27001,PTHR27001:SF162	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT5G18500.1		Protein kinase superfamily protein
16812336	29889.t000156	29889.m003390	29889.m003390	PF03151	PTHR11132,PTHR11132:SF80					AT3G17430.1		Nucleotide-sugar transporter family protein
16812337	29889.t000157	29889.m003391	29889.m003391	PF03908	PTHR21230,PTHR21230:SF35	KOG1666		K08494		AT3G17440.1	ATNPSN13,NPSN13	novel plant snare 13
16812338	29889.t000158	29889.m003392	29889.m003392	PF02518,PF10436	PTHR11947,PTHR11947:SF24	KOG0787	2.7.11.2	K00898		AT3G06483.1	ATPDHK,PDK	pyruvate dehydrogenase kinase
16812339	29889.t000159	29889.m003393	29889.m003393	PF08698	PTHR21686,PTHR21686:SF12	KOG3100				AT5G30495.1		Fcf2 pre-rRNA processing protein
16812340	29889.t000160	29889.m003394	29889.m003394	PF05699,PF02892,PF04937	PTHR32166,PTHR32166:SF18				GO:0046983,GO:0003677	AT3G17450.1		hAT dimerisation domain-containing protein
16812341	29889.t000161	29889.m003395	29889.m003395	PF01535,PF13041	PTHR24015,PTHR24015:SF615					AT5G66520.1		Tetratricopeptide repeat (TPR)-like superfamily protein
16812342	29889.t000162	29889.m003396	29889.m003396	PF04043,PF01095	PTHR31707,PTHR31707:SF9		3.1.1.11	K01051	GO:0004857,GO:0042545,GO:0030599,GO:0005618	AT5G27870.1		Plant invertase/pectin methylesterase inhibitor superfamily
16812343	29889.t000163	29889.m003397	29889.m003397		PTHR34451,PTHR34451:SF2					AT1G09520.1		
16812344	29889.t000164	29889.m003398	29889.m003398	PF00297	PTHR11229	KOG3141		K02906	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT3G17465.1	RPL3P	ribosomal protein L3 plastid
16812345	29889.t000165	29889.m003399	29889.m003399	PF13499,PF13328,PF04607	PTHR21262,PTHR21262:SF12	KOG1157	2.7.6.5		GO:0015969	AT3G17470.1	ATCRSH,CRSH	Ca2+-activated RelA/spot homolog
16812346	29889.t000166	29889.m003400	29889.m003400	PF02149,PF03822,PF00069	PTHR24343,PTHR24343:SF143	KOG0583	2.7.11.1		GO:0007165,GO:0006468,GO:0005524,GO:0004672	AT3G17510.1	CIPK1,SnRK3.16	CBL-interacting protein kinase 1
16812347	29889.t000167	29889.m003401	29889.m003401		PTHR23241,PTHR23241:SF49					AT2G18340.1		late embryogenesis abundant domain-containing protein / LEA domain-containing protein
16812348	29889.t000168	29889.m003402	29889.m003402	PF16686,PF02765	PTHR14513	KOG4757			GO:0003677,GO:0000784,GO:0000723,GO:0043047	AT2G05210.1	ATPOT1,AtPOT1a	Nucleic acid-binding, OB-fold-like protein
16812349	29889.t000169	29889.m003403	29889.m003403	PF01416	PTHR11142,PTHR11142:SF0	KOG4393	5.4.99.12	K06173	GO:0009982,GO:0009451,GO:0003723,GO:0001522	AT3G06950.1		Pseudouridine synthase family protein
16812350	29889.t000170	29889.m003404	29889.m003404		PTHR34954,PTHR34954:SF1					AT3G06960.1	PDE320,TGD4	pigment defective 320
16812351	29889.t000171	29889.m003405	29889.m003405	PF05462	PTHR23112,PTHR23112:SF0					AT1G48270.1	GCR1	G-protein-coupled receptor 1
16812352	29889.t000172	29889.m003406	29889.m003406	PF05761	PTHR12103,PTHR12103:SF15	KOG2469	3.1.3.5			AT5G48960.1		HAD-superfamily hydrolase, subfamily IG, 5\'-nucleotidase
16812353	29889.t000173	29889.m003407	29889.m003407									
16812354	29889.t000174	29889.m003408	29889.m003408	PF00005,PF00664	PTHR24221,PTHR24221:SF205		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	AT3G62150.1	PGP21	P-glycoprotein 21
16812355	29889.t000175	29889.m003409	29889.m003409	PF00005,PF00664	PTHR24221,PTHR24221:SF205		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	AT1G02520.1	PGP11	P-glycoprotein 11
16812356	29889.t000176	29889.m003410	29889.m003410		PTHR31342,PTHR31342:SF12					AT1G48280.1		hydroxyproline-rich glycoprotein family protein
16812357	29889.t000177	29889.m003411	29889.m003411		PTHR11780,PTHR11780:SF8		2.3.1.20			AT1G48300.1		
16812358	29889.t000178	29889.m003412	29889.m003412									
16812359	29889.t000179	29889.m003413	29889.m003413	PF00271	PTHR10799,PTHR10799:SF731	KOG1000	2.7.11.17	K14440		AT1G48310.1	CHA18,CHR18	chromatin remodeling factor18
16812360	29889.t000180	29889.m003414	29889.m003414	PF03489,PF05184,PF00026	PTHR13683,PTHR13683:SF296	KOG1339	3.4.23.40	K08245	GO:0006629,GO:0006508,GO:0004190	AT1G62290.2		Saposin-like aspartyl protease family protein
16812361	29889.t000181	29889.m003415	29889.m003415	PF03061	PTHR12418,PTHR12418:SF33	KOG3328	3.1.2.28			AT1G48320.1		Thioesterase superfamily protein
16812362	29889.t000182	29889.m003416	29889.m003416		PTHR33511,PTHR33511:SF3					AT3G05858.1		
16812363	29889.t000183	29889.m003417	29889.m003417									
16812364	29889.t000184	29889.m003418	29889.m003418		PTHR33181,PTHR33181:SF10					AT1G48330.1		
16812365	29889.t000185	29889.m003419	29889.m003419	PF04855	PTHR10019			K11648	GO:0006338,GO:0000228	AT3G17590.1	BSH,CHE1	transcription regulatory protein SNF5, putative (BSH)
16812366	29889.t000186	29889.m003420	29889.m003420	PF00170	PTHR13301,PTHR13301:SF46				GO:0043565,GO:0006355,GO:0003700	AT3G17609.2	HYH	HY5-homolog
16812367	29889.t000187	29889.m003421	29889.m003421	PF00646,PF07646,PF01344	PTHR24414,PTHR24414:SF32				GO:0005515	AT1G16250.1		Galactose oxidase/kelch repeat superfamily protein
16812368	29889.t000188	29889.m003422	29889.m003422	PF00641,PF01694	PTHR12917,PTHR12917:SF18	KOG2632	3.4.21.105	K09651	GO:0008270,GO:0016021,GO:0004252	AT3G17611.1	ATRBL14,RBL14	RHOMBOID-like protein 14
16812369	29889.t000189	29889.m003423	29889.m003423									
16812370	29889.t000190	29889.m003424	29889.m003424	PF00271,PF00270	PTHR24031,PTHR24031:SF181	KOG0331	3.6.4.13	K13179	GO:0005524,GO:0003676	AT3G06980.1		DEA(D/H)-box RNA helicase family protein
